No,Original_Name,Name,Generation,Height,Weight,Type1,Type2,Ability1,Ability2,Ability_Hidden,Gender_Male,Gender_Female,Gender_Unknown,Egg_Steps,Egg_Group1,Egg_Group2,Get_Rate,Base_Experience,Experience_Type,Category,HP,Attack,Defense,SP_Attack,SP_Defense,Speed,Total,Regional,Mega
715,Noivern,Noivern,6,1.5,85.0,Flying,Dragon,Frisk,Infiltrator,Telepathy,50.0,50.0,0,20,Flying,Dragon,45,187,1000000,Ordinary,85,70,80,97,80,123,535,0,0
716,Xerneas,Xerneas,6,3.0,215.0,Fairy,,Fairy Aura,,,0.0,0.0,100,120,Undiscovered,,45,340,1250000,Legendary,126,131,95,131,98,99,680,0,0
717,Yveltal,Yveltal,6,5.8,203.0,Dark,Flying,Dark Aura,,,0.0,0.0,100,120,Undiscovered,,45,340,1250000,Legendary,126,131,95,131,98,99,680,0,0
718,Zygarde,Zygarde 50% Form,6,5.0,305.0,Dragon,Ground,Aura Break,,,0.0,0.0,100,120,Undiscovered,,3,300,1250000,Legendary,108,100,121,81,95,95,600,0,0
719,Diancie,Diancie,6,0.7,8.8,Rock,Fairy,Clear Body,,,0.0,0.0,100,25,Undiscovered,,3,300,1250000,Mythical,50,100,150,100,150,50,600,0,1
720,Hoopa,Confined Hoopa,6,0.5,9.0,Psychic,Ghost,Magician,,,0.0,0.0,100,120,Undiscovered,,3,300,1250000,Mythical,80,110,60,150,130,70,600,0,0
721,Volcanion,Volcanion,6,1.7,195.0,Fire,Water,Water Absorb,,,0.0,0.0,100,120,Undiscovered,,3,300,1250000,Mythical,80,110,120,130,90,70,600,0,0
722,Rowlet,Rowlet,7,0.3,1.5,Grass,Flying,Overgrow,,Long Reach,87.5,12.5,0,15,Flying,,45,64,1059860,Ordinary,68,55,55,50,50,42,320,0,0
723,Dartrix,Dartrix,7,0.7,16.0,Grass,Flying,Overgrow,,Long Reach,87.5,12.5,0,15,Flying,,45,147,1059860,Ordinary,78,75,75,70,70,52,420,0,0
724,Decidueye,Decidueye,7,1.6,36.6,Grass,Ghost,Overgrow,,Long Reach,87.5,12.5,0,15,Flying,,45,265,1059860,Ordinary,78,107,75,100,100,70,530,1,0
725,Litten,Litten,7,0.4,4.3,Fire,,Blaze,,Intimidate,87.5,12.5,0,15,Ground,,45,64,1059860,Ordinary,45,65,40,60,40,70,320,0,0
726,Torracat,Torracat,7,0.7,25.0,Fire,,Blaze,,Intimidate,87.5,12.5,0,15,Ground,,45,147,1059860,Ordinary,65,85,50,80,50,90,420,0,0
727,Incineroar,Incineroar,7,1.8,83.0,Fire,Dark,Blaze,,Intimidate,87.5,12.5,0,15,Ground,,45,265,1059860,Ordinary,95,115,90,80,90,60,530,0,0
728,Popplio,Popplio,7,0.4,7.5,Water,,Torrent,,Liquid Voice,87.5,12.5,0,15,Water1,Ground,45,64,1059860,Ordinary,50,54,54,66,56,40,320,0,0
729,Brionne,Brionne,7,0.6,17.5,Water,,Torrent,,Liquid Voice,87.5,12.5,0,15,Water1,Ground,45,147,1059860,Ordinary,60,69,69,91,81,50,420,0,0
730,Primarina,Primarina,7,1.8,44.0,Water,Fairy,Torrent,,Liquid Voice,87.5,12.5,0,15,Water1,Ground,45,265,1059860,Ordinary,80,74,74,126,116,60,530,0,0
731,Pikipek,Pikipek,7,0.3,1.2,Normal,Flying,Keen Eye,Skill Link,Pickup,50.0,50.0,0,15,Flying,,255,53,1000000,Ordinary,35,75,30,30,30,65,265,0,0
732,Trumbeak,Trumbeak,7,0.6,14.8,Normal,Flying,Keen Eye,Skill Link,Pickup,50.0,50.0,0,15,Flying,,120,124,1000000,Ordinary,55,85,50,40,50,75,355,0,0
733,Toucannon,Toucannon,7,1.1,26.0,Normal,Flying,Keen Eye,Skill Link,Sheer Force,50.0,50.0,0,15,Flying,,45,218,1000000,Ordinary,80,120,75,75,75,60,485,0,0
734,Yungoos,Yungoos,7,0.4,6.0,Normal,,Stakeout,Strong Jaw,Adaptability,50.0,50.0,0,15,Ground,,255,51,1000000,Ordinary,48,70,30,30,30,45,253,0,0
735,Gumshoos,Gumshoos,7,0.7,14.2,Normal,,Stakeout,Strong Jaw,Adaptability,50.0,50.0,0,15,Ground,,127,146,1000000,Ordinary,88,110,60,55,60,45,418,0,0
736,Grubbin,Grubbin,7,0.4,4.4,Bug,,Swarm,,,50.0,50.0,0,15,Bug,,255,60,1000000,Ordinary,47,62,45,55,45,46,300,0,0
737,Charjabug,Charjabug,7,0.5,10.5,Bug,Electric,Battery,,,50.0,50.0,0,15,Bug,,120,140,1000000,Ordinary,57,82,95,55,75,36,400,0,0
738,Vikavolt,Vikavolt,7,1.5,45.0,Bug,Electric,Levitate,,,50.0,50.0,0,15,Bug,,45,250,1000000,Ordinary,77,70,90,145,75,43,500,0,0
739,Crabrawler,Crabrawler,7,0.6,7.0,Fighting,,Hyper Cutter,Iron Fist,Anger Point,50.0,50.0,0,20,Water3,,225,68,1000000,Ordinary,47,82,57,42,47,63,338,0,0
740,Crabominable,Crabominable,7,1.7,180.0,Fighting,Ice,Hyper Cutter,Iron Fist,Anger Point,50.0,50.0,0,20,Water3,,60,167,1000000,Ordinary,97,132,77,62,67,43,478,0,0
741,Oricorio,Oricorio Baile Style,7,0.6,3.4,Fire,Flying,Dancer,,,25.0,75.0,0,20,Flying,,45,167,1000000,Ordinary,75,70,70,98,70,93,476,0,0
742,Cutiefly,Cutiefly,7,0.1,0.2,Bug,Fairy,Honey Gather,Shield Dust,Sweet Veil,50.0,50.0,0,20,Bug,Fairy,190,61,1000000,Ordinary,40,45,40,55,40,84,304,0,0
743,Ribombee,Ribombee,7,0.2,0.5,Bug,Fairy,Honey Gather,Shield Dust,Sweet Veil,50.0,50.0,0,20,Bug,Fairy,75,162,1000000,Ordinary,60,55,60,95,70,124,464,0,0
744,Rockruff,Rockruff,7,0.5,9.2,Rock,,Keen Eye,Vital Spirit,Steadfast,50.0,50.0,0,15,Ground,,190,56,1000000,Ordinary,45,65,40,30,40,60,280,0,0
745,Lycanroc,Lycanroc Midday Form,7,0.8,25.0,Rock,,Keen Eye,Sand Rush,Steadfast,50.0,50.0,0,15,Ground,,90,170,1000000,Ordinary,75,115,65,55,65,112,487,0,0
746,Wishiwashi,Wishiwashi Solo Form,7,0.2,0.3,Water,,Schooling,,,50.0,50.0,0,15,Water2,,60,61,800000,Ordinary,45,20,20,25,25,40,175,0,0
747,Mareanie,Mareanie,7,0.4,8.0,Poison,Water,Merciless,Limber,Regenerator,50.0,50.0,0,20,Water1,,190,61,1000000,Ordinary,50,53,62,43,52,45,305,0,0
748,Toxapex,Toxapex,7,0.7,14.5,Poison,Water,Merciless,Limber,Regenerator,50.0,50.0,0,20,Water1,,75,173,1000000,Ordinary,50,63,152,53,142,35,495,0,0
749,Mudbray,Mudbray,7,1.0,110.0,Ground,,Own Tempo,Stamina,Inner Focus,50.0,50.0,0,20,Ground,,190,77,1000000,Ordinary,70,100,70,45,55,45,385,0,0
750,Mudsdale,Mudsdale,7,2.5,920.0,Ground,,Own Tempo,Stamina,Inner Focus,50.0,50.0,0,20,Ground,,60,175,1000000,Ordinary,100,125,100,55,85,35,500,0,0
751,Dewpider,Dewpider,7,0.3,4.0,Water,Bug,Water Bubble,,Water Absorb,50.0,50.0,0,15,Water1,Bug,200,54,1000000,Ordinary,38,40,52,40,72,27,269,0,0
752,Araquanid,Araquanid,7,1.8,82.0,Water,Bug,Water Bubble,,Water Absorb,50.0,50.0,0,15,Water1,Bug,100,159,1000000,Ordinary,68,70,92,50,132,42,454,0,0
753,Fomantis,Fomantis,7,0.3,1.5,Grass,,Leaf Guard,,Contrary,50.0,50.0,0,20,Grass,,190,50,1000000,Ordinary,40,55,35,50,35,35,250,0,0
754,Lurantis,Lurantis,7,0.9,18.5,Grass,,Leaf Guard,,Contrary,50.0,50.0,0,20,Grass,,75,168,1000000,Ordinary,70,105,90,80,90,45,480,0,0
755,Morelull,Morelull,7,0.2,1.5,Grass,Fairy,Illuminate,Effect Spore,Rain Dish,50.0,50.0,0,20,Grass,,190,57,1000000,Ordinary,40,35,55,65,75,15,285,0,0
756,Shiinotic,Shiinotic,7,1.0,11.5,Grass,Fairy,Illuminate,Effect Spore,Rain Dish,50.0,50.0,0,20,Grass,,75,142,1000000,Ordinary,60,45,80,90,100,30,405,0,0
757,Salandit,Salandit,7,0.6,4.8,Poison,Fire,Corrosion,,Oblivious,87.5,12.5,0,20,Monster,Dragon,120,64,1000000,Ordinary,48,44,40,71,40,77,320,0,0
758,Salazzle,Salazzle,7,1.2,22.2,Poison,Fire,Corrosion,,Oblivious,0.0,100.0,0,20,Monster,Dragon,45,168,1000000,Ordinary,68,64,60,111,60,117,480,0,0
759,Stufful,Stufful,7,0.5,6.8,Normal,Fighting,Fluffy,Klutz,Cute Charm,50.0,50.0,0,15,Ground,,140,68,1000000,Ordinary,70,75,50,45,50,50,340,0,0
760,Bewear,Bewear,7,2.1,135.0,Normal,Fighting,Fluffy,Klutz,Unnerve,50.0,50.0,0,15,Ground,,70,175,1000000,Ordinary,120,125,80,55,60,60,500,0,0
761,Bounsweet,Bounsweet,7,0.3,3.2,Grass,,Leaf Guard,Oblivious,Sweet Veil,0.0,100.0,0,20,Grass,,235,42,1059860,Ordinary,42,30,38,30,38,32,210,0,0
762,Steenee,Steenee,7,0.7,8.2,Grass,,Leaf Guard,Oblivious,Sweet Veil,0.0,100.0,0,20,Grass,,120,102,1059860,Ordinary,52,40,48,40,48,62,290,0,0
763,Tsareena,Tsareena,7,1.2,21.4,Grass,,Leaf Guard,Queenly Majesty,Sweet Veil,0.0,100.0,0,20,Grass,,45,255,1059860,Ordinary,72,120,98,50,98,72,510,0,0
764,Comfey,Comfey,7,0.1,0.3,Fairy,,Flower Veil,Triage,Natural Cure,25.0,75.0,0,20,Grass,,60,170,800000,Ordinary,51,52,90,82,110,100,485,0,0
765,Oranguru,Oranguru,7,1.5,76.0,Normal,Psychic,Inner Focus,Telepathy,Symbiosis,50.0,50.0,0,20,Ground,,45,172,1250000,Ordinary,90,60,80,90,110,60,490,0,0
766,Passimian,Passimian,7,2.0,82.8,Fighting,,Receiver,,Defiant,50.0,50.0,0,20,Ground,,45,172,1250000,Ordinary,100,120,90,40,60,80,490,0,0
767,Wimpod,Wimpod,7,0.5,12.0,Bug,Water,Wimp Out,,,50.0,50.0,0,20,Bug,Water3,90,46,1000000,Ordinary,25,35,40,20,30,80,230,0,0
768,Golisopod,Golisopod,7,2.0,108.0,Bug,Water,Emergency Exit,,,50.0,50.0,0,20,Bug,Water3,45,186,1000000,Ordinary,75,125,140,60,90,40,530,0,0
769,Sandygast,Sandygast,7,0.5,70.0,Ghost,Ground,Water Compaction,,Sand Veil,50.0,50.0,0,15,Amorphous,,140,64,1000000,Ordinary,55,55,80,70,45,15,320,0,0
770,Palossand,Palossand,7,1.3,250.0,Ghost,Ground,Water Compaction,,Sand Veil,50.0,50.0,0,15,Amorphous,,60,168,1000000,Ordinary,85,75,110,100,75,35,480,0,0
771,Pyukumuku,Pyukumuku,7,0.3,1.2,Water,,Innards Out,,Unaware,50.0,50.0,0,15,Water1,,60,144,800000,Ordinary,55,60,130,30,130,5,410,0,0
772,Type: Null,Type: Null,7,1.9,120.5,Normal,,Battle Armor,,,0.0,0.0,100,120,Undiscovered,,3,107,1250000,Semi-Legendary,95,95,95,95,95,59,534,0,0
773,Silvally,Silvally,7,2.3,100.5,Normal,,RKS System,,,0.0,0.0,100,120,Undiscovered,,3,285,1250000,Semi-Legendary,95,95,95,95,95,95,570,0,0
774,Minior,Minior Meteor Form,7,0.3,40.0,Rock,Flying,Shields Down,,,0.0,0.0,100,25,Mineral,,30,154,1059860,Ordinary,60,60,100,60,100,60,440,0,0
775,Komala,Komala,7,0.4,19.9,Normal,,Comatose,,,50.0,50.0,0,20,Ground,,45,168,1250000,Ordinary,65,115,65,75,95,65,480,0,0
776,Turtonator,Turtonator,7,2.0,212.0,Fire,Dragon,Shell Armor,,,50.0,50.0,0,20,Monster,Dragon,70,170,1000000,Ordinary,60,78,135,91,85,36,485,0,0
777,Togedemaru,Togedemaru,7,0.3,3.3,Electric,Steel,Iron Barbs,Lightning Rod,Sturdy,50.0,50.0,0,10,Ground,Fairy,180,152,1000000,Ordinary,65,98,63,40,73,96,435,0,0
778,Mimikyu,Mimikyu,7,0.2,0.7,Ghost,Fairy,Disguise,,,50.0,50.0,0,20,Amorphous,,45,167,1000000,Ordinary,55,90,80,50,105,96,476,0,0
779,Bruxish,Bruxish,7,0.9,19.0,Water,Psychic,Dazzling,Strong Jaw,Wonder Skin,50.0,50.0,0,15,Water2,,80,166,1000000,Ordinary,68,105,70,70,70,92,475,0,0
780,Drampa,Drampa,7,3.0,185.0,Normal,Dragon,Berserk,Sap Sipper,Cloud Nine,50.0,50.0,0,20,Monster,Dragon,70,170,1000000,Ordinary,78,60,85,135,91,36,485,0,0
781,Dhelmise,Dhelmise,7,3.9,210.0,Ghost,Grass,Steelworker,,,0.0,0.0,100,25,Mineral,,25,181,1000000,Ordinary,70,131,100,86,90,40,517,0,0
782,Jangmo-o,Jangmo-o,7,0.6,29.7,Dragon,,Bulletproof,Soundproof,Overcoat,50.0,50.0,0,40,Dragon,,45,60,1250000,Ordinary,45,55,65,45,45,45,300,0,0
783,Hakamo-o,Hakamo-o,7,1.2,47.0,Dragon,Fighting,Bulletproof,Soundproof,Overcoat,50.0,50.0,0,40,Dragon,,45,147,1250000,Ordinary,55,75,90,65,70,65,420,0,0
784,Kommo-o,Kommo-o,7,1.6,78.2,Dragon,Fighting,Bulletproof,Soundproof,Overcoat,50.0,50.0,0,40,Dragon,,45,300,1250000,Ordinary,75,110,125,100,105,85,600,0,0
785,Tapu Koko,Tapu Koko,7,1.8,20.5,Electric,Fairy,Electric Surge,,Telepathy,0.0,0.0,100,15,Undiscovered,,3,285,1250000,Semi-Legendary,70,115,85,95,75,130,570,0,0
786,Tapu Lele,Tapu Lele,7,1.2,18.6,Psychic,Fairy,Psychic Surge,,Telepathy,0.0,0.0,100,15,Undiscovered,,3,285,1250000,Semi-Legendary,70,85,75,130,115,95,570,0,0
787,Tapu Bulu,Tapu Bulu,7,1.9,45.5,Grass,Fairy,Grassy Surge,,Telepathy,0.0,0.0,100,15,Undiscovered,,3,285,1250000,Semi-Legendary,70,130,115,85,95,75,570,0,0
788,Tapu Fini,Tapu Fini,7,1.3,21.2,Water,Fairy,Misty Surge,,Telepathy,0.0,0.0,100,15,Undiscovered,,3,285,1250000,Semi-Legendary,70,75,115,95,130,85,570,0,0
789,Cosmog,Cosmog,7,0.2,0.1,Psychic,,Unaware,,,0.0,0.0,100,120,Undiscovered,,45,40,1250000,Legendary,43,29,31,29,31,37,200,0,0
790,Cosmoem,Cosmoem,7,0.1,999.9,Psychic,,Sturdy,,,0.0,0.0,100,120,Undiscovered,,45,140,1250000,Legendary,43,29,131,29,131,37,400,0,0
791,Solgaleo,Solgaleo,7,3.4,230.0,Psychic,Steel,Full Metal Body,,,0.0,0.0,100,120,Undiscovered,,45,340,1250000,Legendary,137,137,107,113,89,97,680,0,0
792,Lunala,Lunala,7,4.0,120.0,Psychic,Ghost,Shadow Shield,,,0.0,0.0,100,120,Undiscovered,,45,340,1250000,Legendary,137,113,89,137,107,97,680,0,0
793,Nihilego,Nihilego,7,1.2,55.5,Rock,Poison,Beast Boost,,,0.0,0.0,100,120,Undiscovered,,45,285,1250000,Semi-Legendary,109,53,47,127,131,103,570,0,0
794,Buzzwole,Buzzwole,7,2.4,333.6,Bug,Fighting,Beast Boost,,,0.0,0.0,100,120,Undiscovered,,45,285,1250000,Semi-Legendary,107,139,139,53,53,79,570,0,0
795,Pheromosa,Pheromosa,7,1.8,25.0,Bug,Fighting,Beast Boost,,,0.0,0.0,100,120,Undiscovered,,45,285,1250000,Semi-Legendary,71,137,37,137,37,151,570,0,0
796,Xurkitree,Xurkitree,7,3.8,100.0,Electric,,Beast Boost,,,0.0,0.0,100,120,Undiscovered,,45,285,1250000,Semi-Legendary,83,89,71,173,71,83,570,0,0
797,Celesteela,Celesteela,7,9.2,999.9,Steel,Flying,Beast Boost,,,0.0,0.0,100,120,Undiscovered,,45,285,1250000,Semi-Legendary,97,101,103,107,101,61,570,0,0
798,Kartana,Kartana,7,0.3,0.1,Grass,Steel,Beast Boost,,,0.0,0.0,100,120,Undiscovered,,45,285,1250000,Semi-Legendary,59,181,131,59,31,109,570,0,0
799,Guzzlord,Guzzlord,7,5.5,888.0,Dark,Dragon,Beast Boost,,,0.0,0.0,100,120,Undiscovered,,45,285,1250000,Semi-Legendary,223,101,53,97,53,43,570,0,0
800,Necrozma,Necrozma,7,2.4,230.0,Psychic,,Prism Armor,,,0.0,0.0,100,120,Undiscovered,,255,300,1250000,Legendary,97,107,101,127,89,79,600,0,0
801,Magearna,Magearna,7,1.0,80.5,Steel,Fairy,Soul-Heart,,,0.0,0.0,100,120,Undiscovered,,3,300,1250000,Mythical,80,95,115,130,115,65,600,0,0
802,Marshadow,Marshadow,7,0.7,22.2,Fighting,Ghost,Technician,,,0.0,0.0,100,120,Undiscovered,,3,300,1250000,Mythical,90,125,80,90,90,125,600,0,0
803,Poipole,Poipole,7,0.6,1.8,Poison,,Beast Boost,,,0.0,0.0,100,120,Undiscovered,,45,210,1250000,Semi-Legendary,67,73,67,73,67,73,420,0,0
804,Naganadel,Naganadel,7,3.6,150.0,Poison,Dragon,Beast Boost,,,0.0,0.0,100,120,Undiscovered,,45,270,1250000,Semi-Legendary,73,73,73,127,73,121,540,0,0
805,Stakataka,Stakataka,7,5.5,820.0,Rock,Steel,Beast Boost,,,0.0,0.0,100,120,Undiscovered,,30,285,1250000,Semi-Legendary,61,131,211,53,101,13,570,0,0
806,Blacephalon,Blacephalon,7,1.8,13.0,Fire,Ghost,Beast Boost,,,0.0,0.0,100,120,Undiscovered,,30,285,1250000,Semi-Legendary,53,127,53,151,79,107,570,0,0
807,Zeraora,Zeraora,7,1.5,44.5,Electric,,Volt Absorb,,,0.0,0.0,100,120,Undiscovered,,3,300,1250000,Mythical,88,112,75,102,80,143,600,0,0
808,Meltan,Meltan,7,0.2,8.0,Steel,,Magnet Pull,,,0.0,0.0,100,120,Undiscovered,,3,150,1250000,Mythical,46,65,65,55,35,34,300,0,0
809,Melmetal,Melmetal,7,2.5,800.0,Steel,,Iron Fist,,,0.0,0.0,100,120,Undiscovered,,3,300,1250000,Mythical,135,143,143,80,65,34,600,0,0
810,Grookey,Grookey,8,0.3,5.0,Grass,,Overgrow,,Grassy Surge,87.5,12.5,0,20,Ground,Grass,45,62,1059860,Ordinary,50,65,50,40,40,65,310,0,0
811,Thwackey,Thwackey,8,0.7,14.0,Grass,,Overgrow,,Grassy Surge,87.5,12.5,0,20,Ground,Grass,45,147,1059860,Ordinary,70,85,70,55,60,80,420,0,0
812,Rillaboom,Rillaboom,8,2.1,90.0,Grass,,Overgrow,,Grassy Surge,87.5,12.5,0,20,Ground,Grass,45,265,1059860,Ordinary,100,125,90,60,70,85,530,0,0
813,Scorbunny,Scorbunny,8,0.3,4.5,Fire,,Blaze,,Libero,87.5,12.5,0,20,Ground,Human-Like,45,62,1059860,Ordinary,50,71,40,40,40,69,310,0,0
814,Raboot,Raboot,8,0.6,9.0,Fire,,Blaze,,Libero,87.5,12.5,0,20,Ground,Human-Like,45,147,1059860,Ordinary,65,86,60,55,60,94,420,0,0
815,Cinderace,Cinderace,8,1.4,33.0,Fire,,Blaze,,Libero,87.5,12.5,0,20,Ground,Human-Like,45,265,1059860,Ordinary,80,116,75,65,75,119,530,0,0
816,Sobble,Sobble,8,0.3,4.0,Water,,Torrent,,Sniper,87.5,12.5,0,20,Water1,Ground,45,62,1059860,Ordinary,50,40,40,70,40,70,310,0,0
817,Drizzile,Drizzile,8,0.7,11.5,Water,,Torrent,,Sniper,87.5,12.5,0,20,Water1,Ground,45,147,1059860,Ordinary,65,60,55,95,55,90,420,0,0
818,Inteleon,Inteleon,8,1.9,45.2,Water,,Torrent,,Sniper,87.5,12.5,0,20,Water1,Ground,45,265,1059860,Ordinary,70,85,65,125,65,120,530,0,0
819,Skwovet,Skwovet,8,0.3,2.5,Normal,,Cheek Pouch,,Gluttony,50.0,50.0,0,20,Ground,,255,55,1000000,Ordinary,70,55,55,35,35,25,275,0,0
820,Greedent,Greedent,8,0.6,6.0,Normal,,Cheek Pouch,,Gluttony,50.0,50.0,0,20,Ground,,90,161,1000000,Ordinary,120,95,95,55,75,20,460,0,0
821,Rookidee,Rookidee,8,0.2,1.8,Flying,,Keen Eye,Unnerve,Big Pecks,50.0,50.0,0,15,Flying,,255,49,1059860,Ordinary,38,47,35,33,35,57,245,0,0
822,Corvisquire,Corvisquire,8,0.8,16.0,Flying,,Keen Eye,Unnerve,Big Pecks,50.0,50.0,0,15,Flying,,120,128,1059860,Ordinary,68,67,55,43,55,77,365,0,0
823,Corviknight,Corviknight,8,2.2,75.0,Flying,Steel,Pressure,Unnerve,Mirror Armor,50.0,50.0,0,15,Flying,,45,248,1059860,Ordinary,98,87,105,53,85,67,495,0,0
824,Blipbug,Blipbug,8,0.4,8.0,Bug,,Swarm,Compound Eyes,Telepathy,50.0,50.0,0,15,Bug,,255,36,1000000,Ordinary,25,20,20,25,45,45,180,0,0
825,Dottler,Dottler,8,0.4,19.5,Bug,Psychic,Swarm,Compound Eyes,Telepathy,50.0,50.0,0,15,Bug,,120,117,1000000,Ordinary,50,35,80,50,90,30,335,0,0
826,Orbeetle,Orbeetle,8,0.4,40.8,Bug,Psychic,Swarm,Frisk,Telepathy,50.0,50.0,0,15,Bug,,45,253,1000000,Ordinary,60,45,110,80,120,90,505,0,0
827,Nickit,Nickit,8,0.6,8.9,Dark,,Run Away,Unburden,Stakeout,50.0,50.0,0,15,Ground,,255,49,800000,Ordinary,40,28,28,47,52,50,245,0,0
828,Thievul,Thievul,8,1.2,19.9,Dark,,Run Away,Unburden,Stakeout,50.0,50.0,0,15,Ground,,127,159,800000,Ordinary,70,58,58,87,92,90,455,0,0
829,Gossifleur,Gossifleur,8,0.4,2.2,Grass,,Cotton Down,Regenerator,Effect Spore,50.0,50.0,0,20,Grass,,190,50,1000000,Ordinary,40,40,60,40,60,10,250,0,0
830,Eldegoss,Eldegoss,8,0.5,2.5,Grass,,Cotton Down,Regenerator,Effect Spore,50.0,50.0,0,20,Grass,,75,161,1000000,Ordinary,60,50,90,80,120,60,460,0,0
831,Wooloo,Wooloo,8,0.6,6.0,Normal,,Fluffy,Run Away,Bulletproof,50.0,50.0,0,15,Ground,,255,122,1000000,Ordinary,42,40,55,40,45,48,270,0,0
832,Dubwool,Dubwool,8,1.3,43.0,Normal,,Fluffy,Steadfast,Bulletproof,50.0,50.0,0,15,Ground,,127,172,1000000,Ordinary,72,80,100,60,90,88,490,0,0
833,Chewtle,Chewtle,8,0.3,8.5,Water,,Strong Jaw,Shell Armor,Swift Swim,50.0,50.0,0,20,Monster,Water1,255,57,1000000,Ordinary,50,64,50,38,38,44,284,0,0
834,Drednaw,Drednaw,8,1.0,115.5,Water,Rock,Strong Jaw,Shell Armor,Swift Swim,50.0,50.0,0,20,Monster,Water1,75,170,1000000,Ordinary,90,115,90,48,68,74,485,0,0
835,Yamper,Yamper,8,0.3,13.5,Electric,,Ball Fetch,,Rattled,50.0,50.0,0,20,Ground,,255,54,800000,Ordinary,59,45,50,40,50,26,270,0,0
836,Boltund,Boltund,8,1.0,34.0,Electric,,Strong Jaw,,Competitive,50.0,50.0,0,20,Ground,,45,172,800000,Ordinary,69,90,60,90,60,121,490,0,0
837,Rolycoly,Rolycoly,8,0.3,12.0,Rock,,Steam Engine,Heatproof,Flash Fire,50.0,50.0,0,15,Mineral,,255,48,1059860,Ordinary,30,40,50,40,50,30,240,0,0
838,Carkol,Carkol,8,1.1,78.0,Rock,Fire,Steam Engine,Flame Body,Flash Fire,50.0,50.0,0,15,Mineral,,120,144,1059860,Ordinary,80,60,90,60,70,50,410,0,0
839,Coalossal,Coalossal,8,2.8,310.5,Rock,Fire,Steam Engine,Flame Body,Flash Fire,50.0,50.0,0,15,Mineral,,45,255,1059860,Ordinary,110,80,120,80,90,30,510,0,0
840,Applin,Applin,8,0.2,0.5,Grass,Dragon,Ripen,Gluttony,Bulletproof,50.0,50.0,0,20,Grass,Dragon,255,52,600000,Ordinary,40,40,80,40,40,20,260,0,0
841,Flapple,Flapple,8,0.3,1.0,Grass,Dragon,Ripen,Gluttony,Hustle,50.0,50.0,0,20,Grass,Dragon,45,170,600000,Ordinary,70,110,80,95,60,70,485,0,0
842,Appletun,Appletun,8,0.4,13.0,Grass,Dragon,Ripen,Gluttony,Thick Fat,50.0,50.0,0,20,Grass,Dragon,45,170,600000,Ordinary,110,85,80,100,80,30,485,0,0
843,Silicobra,Silicobra,8,2.2,7.6,Ground,,Sand Spit,Shed Skin,Sand Veil,50.0,50.0,0,20,Ground,Dragon,255,63,1000000,Ordinary,52,57,75,35,50,46,315,0,0
844,Sandaconda,Sandaconda,8,3.8,65.5,Ground,,Sand Spit,Shed Skin,Sand Veil,50.0,50.0,0,20,Ground,Dragon,120,179,1000000,Ordinary,72,107,125,65,70,71,510,0,0
845,Cramorant,Cramorant,8,0.8,18.0,Flying,Water,Gulp Missile,,,50.0,50.0,0,20,Water1,Flying,45,166,1000000,Ordinary,70,85,55,85,95,85,475,0,0
846,Arrokuda,Arrokuda,8,0.5,1.0,Water,,Swift Swim,,Propeller Tail,50.0,50.0,0,20,Water2,,255,56,1250000,Ordinary,41,63,40,40,30,66,280,0,0
847,Barraskewda,Barraskewda,8,1.3,30.0,Water,,Swift Swim,,Propeller Tail,50.0,50.0,0,20,Water2,,60,172,1250000,Ordinary,61,123,60,60,50,136,490,0,0
848,Toxel,Toxel,8,0.4,11.0,Electric,Poison,Rattled,Static,Klutz,50.0,50.0,0,25,Undiscovered,,75,48,1059860,Ordinary,40,38,35,54,35,40,242,0,0
849,Toxtricity,Toxtricity Amped Form,8,1.6,40.0,Electric,Poison,Punk Rock,Plus,Technician,50.0,50.0,0,25,Human-Like,,45,176,1059860,Ordinary,75,98,70,114,70,75,502,0,0
850,Sizzlipede,Sizzlipede,8,0.7,1.0,Fire,Bug,Flash Fire,White Smoke,Flame Body,50.0,50.0,0,20,Bug,,190,61,1000000,Ordinary,50,65,45,50,50,45,305,0,0
851,Centiskorch,Centiskorch,8,3.0,120.0,Fire,Bug,Flash Fire,White Smoke,Flame Body,50.0,50.0,0,20,Bug,,75,184,1000000,Ordinary,100,115,65,90,90,65,525,0,0
852,Clobbopus,Clobbopus,8,0.6,4.0,Fighting,,Limber,,Technician,50.0,50.0,0,25,Water1,Human-Like,180,62,1059860,Ordinary,50,68,60,50,50,32,310,0,0
853,Grapploct,Grapploct,8,1.6,39.0,Fighting,,Limber,,Technician,50.0,50.0,0,25,Water1,Human-Like,45,168,1059860,Ordinary,80,118,90,70,80,42,480,0,0
854,Sinistea,Sinistea,8,0.1,0.2,Ghost,,Weak Armor,,Cursed Body,0.0,0.0,100,20,Mineral,Amorphous,120,62,1000000,Ordinary,40,45,45,74,54,50,308,0,0
855,Polteageist,Polteageist,8,0.2,0.4,Ghost,,Weak Armor,,Cursed Body,0.0,0.0,100,20,Mineral,Amorphous,60,178,1000000,Ordinary,60,65,65,134,114,70,508,0,0
856,Hatenna,Hatenna,8,0.4,3.4,Psychic,,Healer,Anticipation,Magic Bounce,0.0,100.0,0,20,Fairy,,235,53,1250000,Ordinary,42,30,45,56,53,39,265,0,0
857,Hattrem,Hattrem,8,0.6,4.8,Psychic,,Healer,Anticipation,Magic Bounce,0.0,100.0,0,20,Fairy,,120,130,1250000,Ordinary,57,40,65,86,73,49,370,0,0
